Timestamp,What is your age group?,What gender do you identify with?,How would you describe your ethnicity?,Do you consider yourself to have a disability or long term health condition?,What is your sexual orientation?,Please indicate the following about your employment status:,What is your religious belief?,Where do you currently live?,Had you been to a sauna before you came to Community Sauna?,How did you hear about the Community Sauna?,How often do you visit our sauna?,Which of our sauna locations do you visit most often?,Have you experienced any physical health improvements from using the sauna?,Have you experienced any mental health improvements from using the sauna?,"How important is having regular access to sauna?

On a scale of 1 to 5, where 1 is low and 5 is high",What do you enjoy most about the community sauna?,Are you satisfied with the temperature at our saunas?,"If you’re not satisfied, could you please explain why",Are you satisfied with the amount of customers during the sessions?,"If you’re not satisfied, could you please explain why2",Do you feel a sense of belonging or community when using the sauna?,"How would you rate  the overall cleanliness and hygiene of the sauna facilities?

On a scale of 1 to 5, where 1 is low and 5 is high","How would you rate the staff’s friendliness and professionalism? 

On a scale of 1 to 5, where 1 is low and 5 is high","How would you rate the overall ambiance and atmosphere of the sauna?

On a scale of 1 to 5, where 1 is low and 5 is high","Are the sauna prices reasonable and in line with your expectations?

On a scale of 1 to 5, where 1 is low and 5 is high",What improvements or additions would you like to see in the sauna facilities or services?,"Do you know of any specific location where we could set up a community sauna? (e.g., a park, unused building, or local space)","What improvements would you suggest for the facilities, services, or events?",Are you familiar with our social prescribing offers and services?,"If yes, how did you hear about it?",Please share why community sauna is important to you?,In which area of London would you like us to set up a sauna?,What topics would you like to hear more about from us in our communications? (Select all that apply),Is there anything else you would like to share or comment on regarding your experiences at the community sauna in London?
45688.698654294,35–44,Female,"White (e.g., British, Irish, other European background)",No,Homosexual,Employed,Atheism,East London,Never,Instagram,Weekly,Stratford,Yes,Yes,5,"Helped with physical pain management, Improved mood, Improved sense of belonging to the local community., Assists me with my mental health resilience, Helped me connect with the outdoors, Increased my body confidence",Yes,,Yes,,3,3,3,4,4,"Better access into the plunge pools, only 1 of 3 has a ladder to get in. It makes it easier for those who are less mobile to get in and out safely ",,,Yes,Posters,It's an investment in the community and my health and wellbeing,,"Sauna health benefits, Behind the scenes, Sauna etiquette or best practices",
45688.6987445139,25–34,Female,"White (e.g., British, Irish, other European background)",No,Bisexual/Pansexual,Employed,Judaism,South West London,Not regularly but more than once or twice - maybe a few times a year! ,Word of mouth,Monthly,Bermondsey,Yes,Yes,3,"Helped with physical pain management, Improved mood, Improved sense of belonging to the local community., Assists me with my mental health resilience, Increased my body confidence",Sometimes,"I sometimes find that the hottest sauna at the Bermondsey site is way too hot, but the largest one isn’t quite hot enough. That means there’s only one small sauna that is the temp the majority of people want, so you either struggle to get a space in there or have to hang out all session in a sauna that isn’t quite doing it for you! ",Yes,,3,3,5,4,5,"I know guidelines are asserted by signage but I still rarely see people sitting on a towel when they’re inside the saunas, and often people don’t rinse before getting in the plunges. The showers are cold which I think puts people off… even though the plunges are obviously colder, lol. I wonder if more could be done to check in with people when they’re arrive to see if they’ve brought a towel with them to sit on, as I think lots of people just aren’t aware that they should. Most people seem to know the rule about asking before adding water to the coals so it feels like just a lack of awareness! ",,,,,,,"Sauna health benefits, Behind the scenes, Sauna etiquette or best practices, Upcoming events, Stories and testimonials from the community, Not-for-profit work","Just that I think it’s great, and feels like sauna has really taken hold as a social activity across my social group which is super nice! In a city like London where it’s super hard to do things that feel both sociable, relaxing and affordable, the community saunas have offered a really valuable “third space”. I’m so excited for the one that’s about to open down the road from me in Ruskin Park! "
45688.6988553241,25–34,Female,"White (e.g., British, Irish, other European background)",No,Bisexual/Pansexual,Self employed,Spiritual but not Religious,South East London,I was already a regular sauna user,Word of mouth,Monthly,Bermondsey,Yes,Yes,4,"Improved mood, Assists me with my mental health resilience, Increased my body confidence",Yes,,Yes,,4,4,5,5,5,I love your saunas. The only thing I would maybe love is more use of essential oils? I love the community you have created. ,"I would personally love to see one in South Norwood, for purely selfish reasons. There is South Norwood Country Park, I wonder if a sauna would ever be possible there? ",,No,,"I love the sense of community, and the benefits to my mental health and improvement to muscle aches and pains. ",South East London,"Sauna health benefits, Upcoming events, Not-for-profit work",
45688.6988873495,35–44,Female,"White (e.g., British, Irish, other European background)",No,Heterosexual,Self employed,Prefer not to say,East London,Never,Word of mouth,Monthly,Hackney Wick,Not sure,Yes,4,"Improved mood, Assists me with my mental health resilience, I made new friends at the sauna, Increased my body confidence",Yes,,No,can get very busy. ,3,4,5,5,4,,"wish I did, sorry",showers to be lukewarm instead of as cold as the plunges!,No,,,,"Behind the scenes, Sauna etiquette or best practices, Upcoming events",
45688.699035,35–44,Female,"White (e.g., British, Irish, other European background)",No,Prefer not to Say,Employed,Prefer not to say,East London,I was already a regular sauna user,,Monthly,Stratford,Yes,Not sure,4,"Improved my fitness performance, Improved my health",Yes,,Yes,,3,4,4,4,4,"None but really appreciate the silent sauna option (and changes to fragrances, I'd been struggling with asthma when these were used in the saunas)",,,No,,,,"Upcoming events, Not-for-profit work",
45688.6991825463,35–44,Female,"White (e.g., British, Irish, other European background)",No,Heterosexual,Employed,Agnosticism,East London,Once or twice,Word of mouth,Monthly,Hackney Wick,Not sure,Yes,3,Improved mood,Yes,,No,Often seems to be very busy and hard to find a seat,3,4,5,5,5,,,,No,,,,"Sauna health benefits, Behind the scenes, Sauna etiquette or best practices, Upcoming events, Stories and testimonials from the community, Not-for-profit work",
45688.6995797454,35–44,Female,"White (e.g., British, Irish, other European background)",Yes,Bisexual/Pansexual,Employed,Atheism,East London,Never,Word of mouth,Monthly,Stratford,Yes,Yes,5,"Helped with physical pain management, Improved mood, Improved sense of belonging to the local community., Assists me with my mental health resilience, Improved my health, Helped me connect with the outdoors, Increased my body confidence",Yes,,Yes,,3,3,4,5,5,,Cann Hall park ,It would be lovely to be able to get treatments at the Stratford Sauna,No,,"It's so good for my mental and physical health, and so special. Love connecting with the community too. ",North East London,"Upcoming events, Not-for-profit work",
45688.7000705208,25–34,Male,"White (e.g., British, Irish, other European background)",No,Homosexual,Employed,Spiritual but not Religious,East London,Once or twice,Word of mouth,Weekly,Hackney Wick,Yes,Yes,4,"Improved mood, Improved sense of belonging to the local community., Assists me with my mental health resilience, Helped me connect with the outdoors, I made new friends at the sauna",Sometimes,"The new one around the corner is beautiful, but often not very hot",Yes,,4,4,4,4,5,,No,The music in the mornings is great and sets a good mood,No,,"Sauna has become a thoroughly enjoyable past of my weekly routine. I look forward to it, the people, the place and the opportunity to disconnect from screens and reset.",Central London,"Sauna health benefits, Behind the scenes, Sauna etiquette or best practices, Upcoming events, Not-for-profit work",
45688.7002816898,25–34,Female,"White (e.g., British, Irish, other European background)",No,Heterosexual,Employed,Atheism,North London,I was already a regular sauna user,Instagram,Monthly,Hackney Wick,Yes,Yes,5,"Improved mood, Helped me connect with the outdoors, Increased my body confidence",Yes,,Yes,,4,4,5,4,5,N/A,"As someone who lives north on the Northern line which doesn't have great connections east to west, all of the sauna's, including the location of the new Tottenham one, are roughly an hour away. One along the northern line anywhere from Kentish Town to Finchley and between Hampstead Health and Crouch End would service a part of London that has an unexpected transport blackspot ",None,Yes,At the sauna,,North ,Other saunas you've visited in the UK and Ireland,
45688.700796412,25–34,Female,"White (e.g., British, Irish, other European background)",No,Heterosexual,Employed,Spiritual but not Religious,South East London,Never,My friend took me! ,Weekly,Bermondsey,Yes,Yes,5,"Improved mood, Improved sense of belonging to the local community., Assists me with my mental health resilience, Helped me connect with the outdoors, I made new friends at the sauna, Increased my body confidence",Yes,,No,Sometimes it can be quite busy if you book on a busy day or it’s already full if you don’t get there quickly enough! But that’s understandable because it’s so popular ,5,5,5,5,5,"Additional availability - more sites! But you’re doing an amazing job, it’s genuinely transformed my mental health and mood, and I love the accessibility / no frills / community focused aspect of it. Plus the free tea is brilliant! Staff always super welcoming and friendly. ",,,No,,"I love the sense of belonging, the incredible physical health benefit of feeling a total body reset, the accessibility and proximity to where I live, and reasonable prices mean I can afford it! ",South East London,"Sauna health benefits, Sauna etiquette or best practices, Upcoming events, Not-for-profit work",
45688.7009262269,25–34,Female,"White (e.g., British, Irish, other European background)",No,Heterosexual,Employed,Spiritual but not Religious,North East London,I was already a regular sauna user,Word of mouth,Monthly,Hackney Wick,Yes,Yes,5,Improved mood,Yes,,Yes,,5,5,5,5,5,,Na,,,Social Media,Community spirit in London ,North East London,,
45688.7016742014,25–34,Female,"White (e.g., British, Irish, other European background)",Yes,Bisexual/Pansexual,Business owner,Christianity,East London,I was already a regular sauna user,Instagram,Weekly,Hackney Wick,Yes,Yes,5,"Improved my fitness performance, Improved mood, Improved sense of belonging to the local community., Assists me with my mental health resilience, Improved my health",Sometimes,Some saunas get really warm ish ,,Sometimes there’s not enough space to charge saunas ,5,5,5,5,5,,,,No,,"Love how the ice bath make me feel, do rejuvenated and calm friendly atmosphere ",Central London,"Sauna health benefits, Behind the scenes, Sauna etiquette or best practices, Upcoming events, Not-for-profit work",
45688.7024368634,25–34,Male,"White (e.g., British, Irish, other European background)",Yes,Bisexual/Pansexual,Self employed,Atheism,North East London,Once or twice,Word of mouth,Weekly,Stratford,Yes,Yes,5,"Helped with physical pain management, Improved my fitness performance, Improved mood, Increased my body confidence",Sometimes,"It really depends on the type of people that are attending at the time. Some evenings the doors are left open for 30 seconds at a time while groups of 6 all move at the same time and the temperature drops massively. They move to another sauna and do the same after destroying one. The other problem is the people who don't understand how the water works and after putting on 5 ladles within 30 seconds of entering, end up cooling the coals to the point where I have been able to lay my hand on them. The other day we asked a couple to close the door and use the airlock when entering and they were so angry that we dared to question them they got up after 2 minutes and purposefully left both doors fully open and laughed at us. Etiquette seems to be getting worse every week. I'm only half joking when I say confine the newbies to a single sauna. ",No,"The more people that come, the more the doors are opening and the more chances for people to ignore the airlocks. Again it's fine when people follow etiquette though. ",3,5,5,4,4,"Space station grade airlocks that physically cannot open both doors at once. Or a big stick for offenders, dealer's choice. ",No sorry,Nothing other than what I've already said really.,No,,We all climb too much and it's the only thing that fixes our broken bones in lieu of actual rest. ,,Sauna etiquette or best practices,Said it all I think! Big ups to everyone working at Stratford that always make us feel so welcome and looked after. 
45688.7024703588,25–34,Female,"White (e.g., British, Irish, other European background)",No,Bisexual/Pansexual,Employed,Spiritual but not Religious,South East London,Once or twice,Saw it in the park ,Weekly,Peckham,Yes,Yes,5,"Improved my fitness performance, Improved mood, Improved sense of belonging to the local community., Improved my health",Sometimes,"Sometimes not as hot as it could be due to many sauna goers coming in and out, although staff always responsive to requests to add additional logs",Yes,,5,4,5,5,5,,,,No,,"Regular sauna has made a huge difference to my mood this winter - I love it! Community sauna is friendly, affordable and local.",South East London,"Sauna health benefits, Behind the scenes, Upcoming events",
45688.7025729282,45–54,Female,"White (e.g., British, Irish, other European background)",No,Heterosexual,Business owner,Agnosticism,East London,I was already a regular sauna user,Word of mouth,Monthly,Hackney Wick,Not sure,Not sure,5,"Improved mood, Improved sense of belonging to the local community., Assists me with my mental health resilience, Improved my health, Helped me connect with the outdoors, Increased my body confidence",Yes,,No,a bit over full,5,4,4,4,4,closer toilet,,hot water as well as iced water,No,,I just love it : ),Central London,"Sauna health benefits, Upcoming events","I thought the womens only sauna would be the whole site, not just penned in one, that was a bit of a shame"
